,model1,model2,media,mro_model1,mro_model2,cip,mip,costless_mip,pc,gyd
5395,GCF_942548115.1.RAST.fbamodel,GCF_001421885.1.RAST.fbamodel,R2A_edition_003,0.71053 (27/38),0.67500 (27/40),20,26,4,0.631158638856957,0.5142783989819156
5396,GCF_942548115.1.RAST.fbamodel,GCF_001422495.1.RAST.fbamodel,R2A_edition_003,0.78947 (30/38),0.81081 (30/37),18,22,5,0.855495937548731,0.9950885897442029
5397,GCF_942548115.1.RAST.fbamodel,GCF_001425605.1.RAST.fbamodel,R2A_edition_003,0.71053 (27/38),0.81818 (27/33),17,25,5,0.8272958055025317,0.009685879279285547
5398,GCF_942548115.1.RAST.fbamodel,GCF_001421915.1.RAST.fbamodel,R2A_edition_003,0.71053 (27/38),0.77143 (27/35),17,19,3,0.8006561416639386,0.4562116968042631
5399,GCF_942548115.1.RAST.fbamodel,GCF_001422345.1.RAST.fbamodel,R2A_edition_003,0.78947 (30/38),0.69767 (30/43),20,25,5,0.694434575918178,2.0426213940144913
5400,GCF_942548115.1.RAST.fbamodel,GCF_001424595.1.RAST.fbamodel,R2A_edition_003,0.73684 (28/38),0.87500 (28/32),18,24,5,0.8209920012340646,0.0004768472374671643
5401,GCF_942548115.1.RAST.fbamodel,GCF_001425445.1.RAST.fbamodel,R2A_edition_003,0.76316 (29/38),0.80556 (29/36),12,23,2,0.837840216170376,0.7379280654631556
5402,GCF_942548115.1.RAST.fbamodel,GCF_001421605.1.RAST.fbamodel,R2A_edition_003,0.73684 (28/38),0.77778 (28/36),19,18,3,0.8333137013501901,0.624915852484298
5403,GCF_942548115.1.RAST.fbamodel,GCF_001422525.1.RAST.fbamodel,R2A_edition_003,0.76316 (29/38),0.69048 (29/42),20,28,5,0.8343612429830131,0.10409280452682795
5404,GCF_942548115.1.RAST.fbamodel,GCF_001421315.1.RAST.fbamodel,R2A_edition_003,0.81579 (31/38),0.91176 (31/34),16,22,2,0.8428975793827435,0.3339403733740696
5405,GCF_942548115.1.RAST.fbamodel,GCF_916858655.1.RAST.fbamodel,R2A_edition_003,0.76316 (29/38),0.74359 (29/39),11,21,4,0.839193197430987,0.3786659935896501
5406,GCF_942548115.1.RAST.fbamodel,GCF_001422605.1.RAST.fbamodel,R2A_edition_003,0.68421 (26/38),0.72222 (26/36),29,24,7,0.5088134236389095,0.8461095325273128
5407,GCF_942548115.1.RAST.fbamodel,GCF_001423805.1.RAST.fbamodel,R2A_edition_003,0.76316 (29/38),0.80556 (29/36),19,18,3,0.8228628550811508,0.13426167608383166
5408,GCF_942548115.1.RAST.fbamodel,GCF_001424605.1.RAST.fbamodel,R2A_edition_003,0.76316 (29/38),0.82857 (29/35),14,17,3,0.8331793117594434,0.1320382707083779
5409,GCF_942548115.1.RAST.fbamodel,GCF_001422895.1.RAST.fbamodel,R2A_edition_003,0.81579 (31/38),0.72093 (31/43),16,28,3,0.694433616374843,2.0426095949769882
5410,GCF_942548115.1.RAST.fbamodel,GCF_001424585.1.RAST.fbamodel,R2A_edition_003,0.65789 (25/38),0.58140 (25/43),22,25,4,0.712207177525965,1.0059333568321616
5411,GCF_942548115.1.RAST.fbamodel,GCF_001425965.1.RAST.fbamodel,R2A_edition_003,0.76316 (29/38),0.85294 (29/34),17,22,3,0.8504646381869447,0.3393889519080414
5412,GCF_942548115.1.RAST.fbamodel,GCF_003627215.1.RAST.fbamodel,R2A_edition_003,0.68421 (26/38),0.66667 (26/39),20,26,3,0.6317040800522102,0.6745334644797639
5413,GCF_942548115.1.RAST.fbamodel,GCF_001421745.1.RAST.fbamodel,R2A_edition_003,0.73684 (28/38),0.68293 (28/41),19,27,6,0.8709835245897029,0.7724534851902984
5414,GCF_942548115.1.RAST.fbamodel,GCF_001421325.1.RAST.fbamodel,R2A_edition_003,0.71053 (27/38),0.67500 (27/40),17,25,3,0.8331258779931465,0.7066890794621973
5415,GCF_942548115.1.RAST.fbamodel,GCF_001425985.1.RAST.fbamodel,R2A_edition_003,0.65789 (25/38),0.67568 (25/37),17,21,2,0.8585845292351364,0.8649467537604346
5416,GCF_942548115.1.RAST.fbamodel,GCF_001423045.1.RAST.fbamodel,R2A_edition_003,0.81579 (31/38),0.86111 (31/36),16,19,2,0.848072715353788,0.5344404172367353
5417,GCF_942548115.1.RAST.fbamodel,GCF_001425425.1.RAST.fbamodel,R2A_edition_003,0.63158 (24/38),0.58537 (24/41),15,31,5,0.8344400406829298,0.4886960529722755
5418,GCF_942548115.1.RAST.fbamodel,GCF_001421405.1.RAST.fbamodel,R2A_edition_003,0.78947 (30/38),0.81081 (30/37),20,19,3,0.8554959375487249,0.9950885897451088
5419,GCF_942548115.1.RAST.fbamodel,GCF_001423135.1.RAST.fbamodel,R2A_edition_003,0.81579 (31/38),0.81579 (31/38),18,23,3,0.8333135964101562,0.08640975959694405
5420,GCF_942548115.1.RAST.fbamodel,GCF_001424705.1.RAST.fbamodel,R2A_edition_003,0.71053 (27/38),0.62791 (27/43),17,26,5,0.8242929942977478,1.1313038763968892
5421,GCF_942548115.1.RAST.fbamodel,GCF_001424715.1.RAST.fbamodel,R2A_edition_003,0.78947 (30/38),0.83333 (30/36),17,23,5,0.8094962929265773,0.08514699497884008
5422,GCF_942548115.1.RAST.fbamodel,GCF_001424385.1.RAST.fbamodel,R2A_edition_003,0.76316 (29/38),0.85294 (29/34),21,23,6,0.8209950434217622,0.020347038193506077
5423,GCF_942548115.1.RAST.fbamodel,GCF_001424755.1.RAST.fbamodel,R2A_edition_003,0.76316 (29/38),0.76316 (29/38),15,29,4,0.8593478147376797,0.6222129335984835
5424,GCF_942548115.1.RAST.fbamodel,GCF_001423055.1.RAST.fbamodel,R2A_edition_003,0.76316 (29/38),0.78378 (29/37),16,22,2,0.8214874801819736,0.1540710429382521
5425,GCF_942548115.1.RAST.fbamodel,GCF_001426195.1.RAST.fbamodel,R2A_edition_003,0.71053 (27/38),0.72973 (27/37),17,23,5,0.8946804740668738,0.6408410786260641
5426,GCF_942548115.1.RAST.fbamodel,GCF_001426225.1.RAST.fbamodel,R2A_edition_003,0.78947 (30/38),0.73171 (30/41),13,20,2,0.805117460442944,0.18498112269425518
5427,GCF_942548115.1.RAST.fbamodel,GCF_001423365.1.RAST.fbamodel,R2A_edition_003,0.81579 (31/38),0.75610 (31/41),13,20,5,0.8333049829871727,0.749713817014419
5428,GCF_942548115.1.RAST.fbamodel,GCF_003258395.1.RAST.fbamodel,R2A_edition_003,0.68421 (26/38),0.68421 (26/38),20,26,4,0.6315001825852288,0.6738275063604195
5429,GCF_942548115.1.RAST.fbamodel,GCF_001421535.1.RAST.fbamodel,R2A_edition_003,0.73684 (28/38),0.71795 (28/39),20,23,5,0.878318688777898,0.10747794852175936
5430,GCF_942548115.1.RAST.fbamodel,GCF_001421665.1.RAST.fbamodel,R2A_edition_003,0.63158 (24/38),0.64865 (24/37),17,31,4,0.861994942353531,0.6922369907361248
5431,GCF_942548115.1.RAST.fbamodel,GCF_001422405.1.RAST.fbamodel,R2A_edition_003,0.60526 (23/38),0.76667 (23/30),19,23,4,0.5726898486770834,0.246933547588835
5432,GCF_942548115.1.RAST.fbamodel,GCF_001421285.1.RAST.fbamodel,R2A_edition_003,0.73684 (28/38),0.65116 (28/43),19,21,2,0.8853622329637914,0.17267240973480627
5433,GCF_942548115.1.RAST.fbamodel,GCF_001425565.1.RAST.fbamodel,R2A_edition_003,0.65789 (25/38),0.62500 (25/40),17,26,5,0.8748521322416386,0.10124176690152326
5434,GCF_942548115.1.RAST.fbamodel,GCF_001423085.1.RAST.fbamodel,R2A_edition_003,0.68421 (26/38),0.61905 (26/42),14,24,2,0.77128977345662,0.07731354297399114
5435,GCF_942548115.1.RAST.fbamodel,GCF_001423585.1.RAST.fbamodel,R2A_edition_003,0.65789 (25/38),0.71429 (25/35),17,22,5,0.7169644817095052,0.736594022549298
5436,GCF_942548115.1.RAST.fbamodel,GCF_001422685.1.RAST.fbamodel,R2A_edition_003,0.76316 (29/38),0.85294 (29/34),15,25,5,0.8415526214845537,0.39143800524454825
5437,GCF_942548115.1.RAST.fbamodel,GCF_916858675.1.RAST.fbamodel,R2A_edition_003,0.76316 (29/38),0.69048 (29/42),17,20,4,0.8333304176317229,0.7111836324645905
5438,GCF_942548115.1.RAST.fbamodel,GCF_001423005.1.RAST.fbamodel,R2A_edition_003,0.81579 (31/38),0.83784 (31/37),19,17,3,0.8461725826896763,0.0019942786160955348
5439,GCF_942548115.1.RAST.fbamodel,GCF_920984735.1.RAST.fbamodel,R2A_edition_003,0.73684 (28/38),0.71795 (28/39),17,22,3,0.8473987120701075,1.0110411614810955
5440,GCF_942548115.1.RAST.fbamodel,GCF_001423485.1.RAST.fbamodel,R2A_edition_003,0.65789 (25/38),0.83333 (25/30),18,27,4,0.7323310548833314,0.01850811799930782
5441,GCF_942548115.1.RAST.fbamodel,GCF_920984695.1.RAST.fbamodel,R2A_edition_003,0.63158 (24/38),0.60000 (24/40),16,24,6,0.8119879427881713,0.10292420461463238
5442,GCF_942548115.1.RAST.fbamodel,GCF_001422455.1.RAST.fbamodel,R2A_edition_003,0.68421 (26/38),0.61905 (26/42),12,20,3,0.8627975382126148,0.7867112491212123
5443,GCF_942548115.1.RAST.fbamodel,GCF_001422775.1.RAST.fbamodel,R2A_edition_003,0.73684 (28/38),0.70000 (28/40),16,26,6,0.8410038177048108,0.29878725542299434
5444,GCF_942548115.1.RAST.fbamodel,GCF_001421995.1.RAST.fbamodel,R2A_edition_003,0.71053 (27/38),0.60000 (27/45),16,23,4,0.8317392979786267,0.06400803970082533
5445,GCF_001423745.1.RAST.fbamodel,GCF_001424325.1.RAST.fbamodel,R2A_edition_003,0.74286 (26/35),0.78788 (26/33),20,25,3,0.8160279545590571,0.6094089395555449
5446,GCF_001423745.1.RAST.fbamodel,GCF_001423765.1.RAST.fbamodel,R2A_edition_003,0.77143 (27/35),0.77143 (27/35),22,24,10,0.8172270398199891,0.4753205118796563
5447,GCF_001423745.1.RAST.fbamodel,GCF_001421765.1.RAST.fbamodel,R2A_edition_003,0.85714 (30/35),0.81081 (30/37),22,22,4,0.7760246597791083,0.8688665163200244
5448,GCF_001423745.1.RAST.fbamodel,GCF_001424105.1.RAST.fbamodel,R2A_edition_003,0.71429 (25/35),0.75758 (25/33),24,20,5,0.8634946739591667,0.7390099483882921
5449,GCF_001423745.1.RAST.fbamodel,GCF_001422735.1.RAST.fbamodel,R2A_edition_003,0.80000 (28/35),0.82353 (28/34),21,20,6,0.8328003720087332,0.8036355874704416
5450,GCF_001423745.1.RAST.fbamodel,GCF_001424085.1.RAST.fbamodel,R2A_edition_003,0.80000 (28/35),0.87500 (28/32),19,29,3,0.8093152644795282,0.05729850766252784
5451,GCF_001423745.1.RAST.fbamodel,GCF_001425405.1.RAST.fbamodel,R2A_edition_003,0.77143 (27/35),0.71053 (27/38),22,22,4,0.7552035284638501,0.603518380209523
5452,GCF_001423745.1.RAST.fbamodel,GCF_001423605.1.RAST.fbamodel,R2A_edition_003,0.82857 (29/35),0.82857 (29/35),25,24,5,0.7921685879609129,0.14961787221222364
5453,GCF_001423745.1.RAST.fbamodel,GCF_001422545.1.RAST.fbamodel,R2A_edition_003,0.74286 (26/35),0.63415 (26/41),23,18,3,0.807707235950238,0.8318592429522177
5454,GCF_001423745.1.RAST.fbamodel,GCF_001421505.1.RAST.fbamodel,R2A_edition_003,0.77143 (27/35),0.69231 (27/39),23,23,7,0.7460216314076749,0.6510269653199433
5455,GCF_001423745.1.RAST.fbamodel,GCF_001423905.1.RAST.fbamodel,R2A_edition_003,0.74286 (26/35),0.74286 (26/35),23,15,2,0.7996761818160887,0.07361914488915434
5456,GCF_001423745.1.RAST.fbamodel,GCF_001425495.1.RAST.fbamodel,R2A_edition_003,0.74286 (26/35),0.65000 (26/40),23,28,6,0.7789361533178519,0.38955993288587515
5457,GCF_001423745.1.RAST.fbamodel,GCF_001421425.1.RAST.fbamodel,R2A_edition_003,0.80000 (28/35),0.73684 (28/38),25,29,6,0.7972349538334215,0.5679304652500892
5458,GCF_001423745.1.RAST.fbamodel,GCF_001421945.1.RAST.fbamodel,R2A_edition_003,0.77143 (27/35),0.71053 (27/38),21,23,5,0.830562296354206,0.6279765937277049
5459,GCF_001423745.1.RAST.fbamodel,GCF_920939515.1.RAST.fbamodel,R2A_edition_003,0.74286 (26/35),0.70270 (26/37),23,21,6,0.7332281491742919,0.519512419746875
5460,GCF_001423745.1.RAST.fbamodel,GCF_001423155.1.RAST.fbamodel,R2A_edition_003,0.80000 (28/35),0.73684 (28/38),23,22,5,0.8436045917751279,0.047618250776542345
5461,GCF_001423745.1.RAST.fbamodel,GCF_001423325.1.RAST.fbamodel,R2A_edition_003,0.77143 (27/35),0.69231 (27/39),22,22,3,0.8777922882001673,0.2994924933042366
5462,GCF_001423745.1.RAST.fbamodel,GCF_001422725.1.RAST.fbamodel,R2A_edition_003,0.68571 (24/35),0.82759 (24/29),25,21,6,0.8859209030634289,0.7445709512782147
5463,GCF_001423745.1.RAST.fbamodel,GCF_001421585.1.RAST.fbamodel,R2A_edition_003,0.82857 (29/35),0.61702 (29/47),26,17,3,0.7701803993088632,0.3011136474117725
5464,GCF_001423745.1.RAST.fbamodel,GCF_920939495.1.RAST.fbamodel,R2A_edition_003,0.82857 (29/35),0.76316 (29/38),22,24,7,0.794621352508266,0.08131168488363276
5465,GCF_001423745.1.RAST.fbamodel,GCF_001424145.1.RAST.fbamodel,R2A_edition_003,0.71429 (25/35),0.75758 (25/33),28,19,5,0.8637167179213607,0.7572888417950446
5466,GCF_001423745.1.RAST.fbamodel,GCF_920984725.1.RAST.fbamodel,R2A_edition_003,0.82857 (29/35),0.78378 (29/37),25,24,6,0.8095617822800035,0.1313826560751378
5467,GCF_001423745.1.RAST.fbamodel,GCF_001424265.1.RAST.fbamodel,R2A_edition_003,0.82857 (29/35),0.82857 (29/35),24,13,5,0.875613433279517,0.25326364859020156
5468,GCF_001423745.1.RAST.fbamodel,GCF_001423185.1.RAST.fbamodel,R2A_edition_003,0.85714 (30/35),0.88235 (30/34),19,13,1,0.8053391625473912,0.25021105611094796
5469,GCF_001423745.1.RAST.fbamodel,GCF_001423925.1.RAST.fbamodel,R2A_edition_003,0.71429 (25/35),0.71429 (25/35),23,23,7,0.8086660905058317,0.069410716779773
5470,GCF_001423745.1.RAST.fbamodel,GCF_920939475.1.RAST.fbamodel,R2A_edition_003,0.77143 (27/35),0.72973 (27/37),26,20,3,0.9050936990639606,0.6530621533407529
5471,GCF_001423745.1.RAST.fbamodel,GCF_001421165.1.RAST.fbamodel,R2A_edition_003,0.77143 (27/35),0.71053 (27/38),21,15,3,0.6796480464584369,0.08600919832539777
5472,GCF_001423745.1.RAST.fbamodel,GCF_001426125.1.RAST.fbamodel,R2A_edition_003,0.74286 (26/35),0.76471 (26/34),25,19,3,0.766211628699133,0.6778986759760255
5473,GCF_001423745.1.RAST.fbamodel,GCF_001422025.1.RAST.fbamodel,R2A_edition_003,0.68571 (24/35),0.75000 (24/32),26,14,5,0.8251785015249316,0.1909287786665806
5474,GCF_001423745.1.RAST.fbamodel,GCF_001422145.1.RAST.fbamodel,R2A_edition_003,0.80000 (28/35),0.70000 (28/40),20,20,3,0.7723709611845345,0.03952781656857609
5475,GCF_001423745.1.RAST.fbamodel,GCF_001421355.1.RAST.fbamodel,R2A_edition_003,0.85714 (30/35),0.68182 (30/44),27,22,6,0.7882446537339104,0.2518739694584897
5476,GCF_001423745.1.RAST.fbamodel,GCF_001421845.1.RAST.fbamodel,R2A_edition_003,0.77143 (27/35),0.77143 (27/35),23,18,7,0.7332218113654208,0.515599453436679
5477,GCF_001423745.1.RAST.fbamodel,GCF_001422245.1.RAST.fbamodel,R2A_edition_003,0.77143 (27/35),0.77143 (27/35),27,24,6,0.9013590622333881,0.7657886219309858
5478,GCF_001423745.1.RAST.fbamodel,GCF_001423465.1.RAST.fbamodel,R2A_edition_003,0.74286 (26/35),0.68421 (26/38),29,31,7,0.7988123352115527,0.167602850125699
5479,GCF_001423745.1.RAST.fbamodel,GCF_920984675.1.RAST.fbamodel,R2A_edition_003,0.74286 (26/35),0.72222 (26/36),21,22,4,0.8885320396804096,0.49790660157196875
5480,GCF_001423745.1.RAST.fbamodel,GCF_001424405.1.RAST.fbamodel,R2A_edition_003,0.74286 (26/35),0.61905 (26/42),26,21,3,0.881284860954906,0.8362569174973038
5481,GCF_001423745.1.RAST.fbamodel,GCF_001424565.1.RAST.fbamodel,R2A_edition_003,0.80000 (28/35),0.77778 (28/36),25,16,4,0.7767477195674399,0.06068979310911676
5482,GCF_001423745.1.RAST.fbamodel,GCF_001422795.1.RAST.fbamodel,R2A_edition_003,0.77143 (27/35),0.69231 (27/39),24,21,4,0.846120063985737,0.002649318749399568
5483,GCF_001423745.1.RAST.fbamodel,GCF_001423105.1.RAST.fbamodel,R2A_edition_003,0.77143 (27/35),0.79412 (27/34),23,18,5,0.7963411744789993,0.5058818307671215
5484,GCF_001423745.1.RAST.fbamodel,GCF_001423285.1.RAST.fbamodel,R2A_edition_003,0.80000 (28/35),0.68293 (28/41),24,20,4,0.8479248652089302,0.002587587481689551
5485,GCF_001423745.1.RAST.fbamodel,GCF_001422365.1.RAST.fbamodel,R2A_edition_003,0.68571 (24/35),0.72727 (24/33),24,21,6,0.8387959867332005,0.2167976544170763
5486,GCF_001423745.1.RAST.fbamodel,GCF_001421825.1.RAST.fbamodel,R2A_edition_003,0.85714 (30/35),0.76923 (30/39),21,24,5,0.8095578454987509,0.13079109725376825
5487,GCF_001423745.1.RAST.fbamodel,GCF_001423215.1.RAST.fbamodel,R2A_edition_003,0.71429 (25/35),0.86207 (25/29),25,24,4,0.8830283464409525,0.9193315891256132
5488,GCF_001423745.1.RAST.fbamodel,GCF_001424225.1.RAST.fbamodel,R2A_edition_003,0.82857 (29/35),0.82857 (29/35),21,16,3,0.7600139244067672,0.014266748120792006
5489,GCF_001423745.1.RAST.fbamodel,GCF_001425385.1.RAST.fbamodel,R2A_edition_003,0.77143 (27/35),0.75000 (27/36),22,19,7,0.7332218113654171,0.5195055525954624
5490,GCF_001423745.1.RAST.fbamodel,GCF_001421685.1.RAST.fbamodel,R2A_edition_003,0.82857 (29/35),0.76316 (29/38),23,14,3,0.8899490555609769,0.25415412116254676
5491,GCF_001423745.1.RAST.fbamodel,GCF_001424645.1.RAST.fbamodel,R2A_edition_003,0.77143 (27/35),0.69231 (27/39),19,16,2,0.7723709611845353,0.03952781656845876
5492,GCF_001423745.1.RAST.fbamodel,GCF_001421275.1.RAST.fbamodel,R2A_edition_003,0.80000 (28/35),0.77778 (28/36),24,17,4,0.7962244089150547,0.04758213485984586
5493,GCF_001423745.1.RAST.fbamodel,GCF_001424545.1.RAST.fbamodel,R2A_edition_003,0.71429 (25/35),0.69444 (25/36),23,19,4,0.8323409629225949,0.7839396994479944
5494,GCF_001423745.1.RAST.fbamodel,GCF_001424065.1.RAST.fbamodel,R2A_edition_003,0.74286 (26/35),0.78788 (26/33),23,22,4,0.8163616456532199,0.610582973529598
5495,GCF_001423745.1.RAST.fbamodel,GCF_001421635.1.RAST.fbamodel,R2A_edition_003,0.74286 (26/35),0.70270 (26/37),24,23,8,0.7332218113654216,0.5195055525954694
5496,GCF_001423745.1.RAST.fbamodel,GCF_920984705.1.RAST.fbamodel,R2A_edition_003,0.71429 (25/35),0.73529 (25/34),27,20,4,0.8637167179213652,0.7572888417952764
5497,GCF_001423745.1.RAST.fbamodel,GCF_001426065.1.RAST.fbamodel,R2A_edition_003,0.80000 (28/35),0.73684 (28/38),24,15,5,0.837052078571067,0.8190687012947016
5498,GCF_001423745.1.RAST.fbamodel,GCF_920984685.1.RAST.fbamodel,R2A_edition_003,0.80000 (28/35),0.73684 (28/38),26,27,5,0.7971320542038925,0.4095093226191146
5499,GCF_001423745.1.RAST.fbamodel,GCF_001425525.1.RAST.fbamodel,R2A_edition_003,0.74286 (26/35),0.81250 (26/32),22,23,4,0.8190703419208515,0.645352459952249
5500,GCF_001423745.1.RAST.fbamodel,GCF_001426145.1.RAST.fbamodel,R2A_edition_003,0.77143 (27/35),0.67500 (27/40),21,17,4,0.8370520785710654,0.8190687012946845
5501,GCF_001423745.1.RAST.fbamodel,GCF_001425575.1.RAST.fbamodel,R2A_edition_003,0.71429 (25/35),0.80645 (25/31),22,23,5,0.8090227938231216,0.07139102153263761
5502,GCF_001423745.1.RAST.fbamodel,GCF_001424005.1.RAST.fbamodel,R2A_edition_003,0.82857 (29/35),0.78378 (29/37),23,26,7,0.8095618044195511,0.13137734044591046
5503,GCF_001423745.1.RAST.fbamodel,GCF_001424285.1.RAST.fbamodel,R2A_edition_003,0.77143 (27/35),0.77143 (27/35),22,26,6,0.8150570907922753,0.4195017811384615
5504,GCF_001423745.1.RAST.fbamodel,GCF_001423645.1.RAST.fbamodel,R2A_edition_003,0.88571 (31/35),0.81579 (31/38),21,21,7,0.7781357875159137,0.02788461862351497
5505,GCF_001423745.1.RAST.fbamodel,GCF_001421865.1.RAST.fbamodel,R2A_edition_003,0.82857 (29/35),0.74359 (29/39),23,20,4,0.8095891583257889,0.05877825816254295
5506,GCF_001423745.1.RAST.fbamodel,GCF_001424525.1.RAST.fbamodel,R2A_edition_003,0.71429 (25/35),0.64103 (25/39),26,26,10,0.8941810435923565,0.03157016441008312
5507,GCF_001423745.1.RAST.fbamodel,GCF_001422865.1.RAST.fbamodel,R2A_edition_003,0.68571 (24/35),0.60000 (24/40),21,27,7,0.8158126600295256,0.8156889188560642
5508,GCF_001423745.1.RAST.fbamodel,GCF_001424425.1.RAST.fbamodel,R2A_edition_003,0.80000 (28/35),0.80000 (28/35),22,20,6,0.832276372824991,0.7991896511060225
5509,GCF_001423745.1.RAST.fbamodel,GCF_001423825.1.RAST.fbamodel,R2A_edition_003,0.71429 (25/35),0.71429 (25/35),22,14,4,0.8042553329229445,0.10769516364222637
5510,GCF_001423745.1.RAST.fbamodel,GCF_001421435.1.RAST.fbamodel,R2A_edition_003,0.71429 (25/35),0.75758 (25/33),26,18,6,0.866251507196393,0.6809628512335018
5511,GCF_001423745.1.RAST.fbamodel,GCF_001421965.1.RAST.fbamodel,R2A_edition_003,0.85714 (30/35),0.81081 (30/37),23,18,5,0.8255918760872255,0.5229934098908533
5512,GCF_001423745.1.RAST.fbamodel,GCF_001422075.1.RAST.fbamodel,R2A_edition_003,0.71429 (25/35),0.65789 (25/38),23,25,5,0.8872831234104924,0.039944982520143266
5513,GCF_001423745.1.RAST.fbamodel,GCF_001421715.1.RAST.fbamodel,R2A_edition_003,0.85714 (30/35),0.81081 (30/37),21,23,5,0.8255853934568761,0.5229868574535348
5514,GCF_001423745.1.RAST.fbamodel,GCF_001421155.1.RAST.fbamodel,R2A_edition_003,0.85714 (30/35),0.83333 (30/36),22,27,9,0.8255553215963091,0.5220543908291225
5515,GCF_001423745.1.RAST.fbamodel,GCF_001423785.1.RAST.fbamodel,R2A_edition_003,0.77143 (27/35),0.81818 (27/33),22,17,2,0.7961359420727336,0.04743583308021367
5516,GCF_001423745.1.RAST.fbamodel,GCF_001423945.1.RAST.fbamodel,R2A_edition_003,0.71429 (25/35),0.60976 (25/41),21,18,3,0.6767503324085713,0.1726342371166843
5517,GCF_001423745.1.RAST.fbamodel,GCF_001423335.1.RAST.fbamodel,R2A_edition_003,0.74286 (26/35),0.65000 (26/40),20,25,5,0.8152697815145469,0.659259422721007
5518,GCF_001423745.1.RAST.fbamodel,GCF_001422695.1.RAST.fbamodel,R2A_edition_003,0.80000 (28/35),0.84848 (28/33),22,21,3,0.7979845200774296,0.060747177443551424
5519,GCF_001423745.1.RAST.fbamodel,GCF_001422485.1.RAST.fbamodel,R2A_edition_003,0.82857 (29/35),0.82857 (29/35),24,22,5,0.7885214190475924,0.08069536781436609
5520,GCF_001423745.1.RAST.fbamodel,GCF_001421805.1.RAST.fbamodel,R2A_edition_003,0.88571 (31/35),0.77500 (31/40),21,24,7,0.8092345995970083,0.1786960327089687
5521,GCF_001423745.1.RAST.fbamodel,GCF_001422125.1.RAST.fbamodel,R2A_edition_003,0.88571 (31/35),0.73810 (31/42),28,26,9,0.86613527139548,2.0728088142427152
5522,GCF_001423745.1.RAST.fbamodel,GCF_001424165.1.RAST.fbamodel,R2A_edition_003,0.74286 (26/35),0.83871 (26/31),24,23,6,0.8308764357767388,0.09404509727984438
5523,GCF_001423745.1.RAST.fbamodel,GCF_001423985.1.RAST.fbamodel,R2A_edition_003,0.71429 (25/35),0.73529 (25/34),23,16,4,0.8571597165295747,0.6146543351790444
5524,GCF_001423745.1.RAST.fbamodel,GCF_001421905.1.RAST.fbamodel,R2A_edition_003,0.80000 (28/35),0.84848 (28/33),24,19,6,0.8061760281078362,0.9123603218975396
5525,GCF_001423745.1.RAST.fbamodel,GCF_916862475.1.RAST.fbamodel,R2A_edition_003,0.85714 (30/35),0.78947 (30/38),23,27,5,0.8255986050070183,0.16403129631361693
5526,GCF_001423745.1.RAST.fbamodel,GCF_001423265.1.RAST.fbamodel,R2A_edition_003,0.71429 (25/35),0.64103 (25/39),24,23,5,0.8939104823275218,0.031116473937331437
5527,GCF_001423745.1.RAST.fbamodel,GCF_001422045.1.RAST.fbamodel,R2A_edition_003,0.82857 (29/35),0.74359 (29/39),23,26,6,0.8095618708280604,0.13136139349246906
5528,GCF_001423745.1.RAST.fbamodel,GCF_001422645.1.RAST.fbamodel,R2A_edition_003,0.80000 (28/35),0.75676 (28/37),21,14,2,0.7723277024146205,0.07209496569839965
5529,GCF_001423745.1.RAST.fbamodel,GCF_001423865.2.RAST.fbamodel,R2A_edition_003,0.77143 (27/35),0.75000 (27/36),25,25,7,0.7281435624518547,3.130206874295055
5530,GCF_001423745.1.RAST.fbamodel,GCF_001421435.1.RAST.fbamodel,R2A_edition_003,0.71429 (25/35),0.75758 (25/33),26,20,5,0.866251507196391,0.6809628512335018
5531,GCF_001423745.1.RAST.fbamodel,GCF_001422955.1.RAST.fbamodel,R2A_edition_003,0.85714 (30/35),0.76923 (30/39),23,26,5,0.8255439730470955,0.1598691150595112
5532,GCF_001423745.1.RAST.fbamodel,GCF_001421785.1.RAST.fbamodel,R2A_edition_003,0.71429 (25/35),0.73529 (25/34),21,18,3,0.724255075538518,0.6008743210881399
5533,GCF_001423745.1.RAST.fbamodel,GCF_001421625.1.RAST.fbamodel,R2A_edition_003,0.82857 (29/35),0.70732 (29/41),26,23,7,0.8205507326239048,0.17871259354261002
5534,GCF_001423745.1.RAST.fbamodel,GCF_001422985.1.RAST.fbamodel,R2A_edition_003,0.82857 (29/35),0.76316 (29/38),20,23,5,0.846056711741122,0.21855067379794682
5535,GCF_001423745.1.RAST.fbamodel,GCF_001423295.1.RAST.fbamodel,R2A_edition_003,0.80000 (28/35),0.68293 (28/41),24,20,6,0.8855485798251552,0.1301094169449023
5536,GCF_001423745.1.RAST.fbamodel,GCF_001424365.1.RAST.fbamodel,R2A_edition_003,0.68571 (24/35),0.75000 (24/32),24,19,4,0.8918733876444127,1.6251389521737094
5537,GCF_001423745.1.RAST.fbamodel,GCF_920939485.1.RAST.fbamodel,R2A_edition_003,0.82857 (29/35),0.85294 (29/34),24,21,4,0.8340743803785551,0.060418823540250174
5538,GCF_001423745.1.RAST.fbamodel,GCF_001422065.1.RAST.fbamodel,R2A_edition_003,0.80000 (28/35),0.80000 (28/35),23,20,5,0.832276372824991,0.7991896511046158
5539,GCF_001423745.1.RAST.fbamodel,GCF_001423125.1.RAST.fbamodel,R2A_edition_003,0.82857 (29/35),0.87879 (29/33),23,21,6,0.8898250799782507,0.7692942756930109
